timestamp,status,confidence,status_numeric
2025-09-27 19:10:11.518450,Attentive,1.0,3.0
2025-09-27 19:10:11.646594,Attentive,1.0,3.0
2025-09-27 19:10:12.027070,Attentive,1.0,3.0
2025-09-27 19:10:12.140364,Attentive,1.0,3.0
2025-09-27 19:10:12.273684,Attentive,1.0,3.0
2025-09-27 19:10:12.413937,Distracted,0.9999974966049194,2.0
2025-09-27 19:10:12.553190,Distracted,0.9999977350234985,2.0
2025-09-27 19:10:12.711885,Attentive,1.0,3.0
2025-09-27 19:10:13.068986,Attentive,1.0,3.0
2025-09-27 19:10:13.209258,Attentive,1.0,3.0
2025-09-27 19:10:13.349710,Attentive,1.0,3.0
2025-09-27 19:10:13.504176,Attentive,1.0,3.0
2025-09-27 19:10:13.627557,Attentive,1.0,3.0
2025-09-27 19:10:13.765757,Attentive,1.0,3.0
2025-09-27 19:10:14.146912,Attentive,1.0,3.0
2025-09-27 19:10:14.278844,Attentive,1.0,3.0
2025-09-27 19:10:14.426971,Attentive,1.0,3.0
2025-09-27 19:10:14.548598,Attentive,1.0,3.0
2025-09-27 19:10:14.694297,Attentive,1.0,3.0
2025-09-27 19:10:14.823917,Attentive,1.0,3.0
2025-09-27 19:10:15.169049,Attentive,1.0,3.0
2025-09-27 19:10:15.306890,Attentive,1.0,3.0
2025-09-27 19:10:15.445722,Attentive,1.0,3.0
2025-09-27 19:10:15.579999,Attentive,1.0,3.0
2025-09-27 19:10:15.721841,Attentive,1.0,3.0
2025-09-27 19:10:15.858416,Attentive,1.0,3.0
2025-09-27 19:10:16.202895,Attentive,1.0,3.0
2025-09-27 19:10:16.344861,Attentive,1.0,3.0
2025-09-27 19:10:16.478339,Attentive,1.0,3.0
2025-09-27 19:10:16.634169,Attentive,1.0,3.0
2025-09-27 19:10:16.770486,Attentive,1.0,3.0
2025-09-27 19:10:16.892042,Attentive,1.0,3.0
2025-09-27 19:10:17.231729,Attentive,1.0,3.0
2025-09-27 19:10:17.365018,Attentive,1.0,3.0
2025-09-27 19:10:17.478542,Attentive,1.0,3.0
2025-09-27 19:10:17.607107,Attentive,1.0,3.0
2025-09-27 19:10:17.715963,Attentive,1.0,3.0
2025-09-27 19:10:17.844164,Attentive,1.0,3.0
2025-09-27 19:10:17.956310,Attentive,1.0,3.0
2025-09-27 19:10:18.294638,Attentive,1.0,3.0
2025-09-27 19:10:18.408479,Distracted,0.999990701675415,2.0
2025-09-27 19:10:18.547058,Distracted,0.9999877214431763,2.0
2025-09-27 19:10:18.676915,Attentive,1.0,3.0
2025-09-27 19:10:18.813098,Distracted,0.9999840259552002,2.0
2025-09-27 19:10:18.928367,Distracted,0.9999856948852539,2.0
2025-09-27 19:10:19.059047,Distracted,0.999983549118042,2.0
2025-09-27 19:10:19.437095,Distracted,0.9999874830245972,2.0
2025-09-27 19:10:19.572607,Attentive,1.0,3.0
2025-09-27 19:10:19.708238,Attentive,1.0,3.0
2025-09-27 19:10:19.819412,Distracted,0.999934196472168,2.0
2025-09-27 19:10:19.944680,Not Present,1.0,0.0
2025-09-27 19:10:20.049874,Not Present,1.0,0.0
2025-09-27 19:10:20.153318,Not Present,1.0,0.0
2025-09-27 19:10:20.495132,Not Present,1.0,0.0
2025-09-27 19:10:20.600139,Not Present,1.0,0.0
2025-09-27 19:10:20.702668,Not Present,1.0,0.0
2025-09-27 19:10:20.807404,Not Present,1.0,0.0
2025-09-27 19:10:20.913235,Not Present,1.0,0.0
2025-09-27 19:10:21.019489,Not Present,1.0,0.0
2025-09-27 19:10:21.148878,Not Present,1.0,0.0
2025-09-27 19:10:21.256039,Not Present,1.0,0.0
2025-09-27 19:10:21.595345,Not Present,1.0,0.0
2025-09-27 19:10:21.705658,Not Present,1.0,0.0
2025-09-27 19:10:21.811352,Not Present,1.0,0.0
2025-09-27 19:10:21.942867,Not Present,1.0,0.0
2025-09-27 19:10:22.049102,Not Present,1.0,0.0
2025-09-27 19:10:22.153098,Not Present,1.0,0.0
2025-09-27 19:10:22.258233,Not Present,1.0,0.0
2025-09-27 19:10:22.595583,Not Present,1.0,0.0
2025-09-27 19:10:22.713211,Attentive,1.0,3.0
2025-09-27 19:10:22.845793,Attentive,1.0,3.0
2025-09-27 19:10:22.981260,Attentive,1.0,3.0
2025-09-27 19:10:23.096242,Distracted,0.9999991655349731,2.0
2025-09-27 19:10:23.232360,Distracted,0.9999985694885254,2.0
2025-09-27 19:10:23.364458,Attentive,1.0,3.0
2025-09-27 19:10:23.752347,Distracted,0.9999958276748657,2.0
2025-09-27 19:10:23.896789,Attentive,1.0,3.0
2025-09-27 19:10:24.024464,Attentive,1.0,3.0
2025-09-27 19:10:24.161999,Distracted,0.9998595714569092,2.0
2025-09-27 19:10:24.314366,Attentive,1.0,3.0
2025-09-27 19:10:24.446194,Attentive,1.0,3.0
2025-09-27 19:10:24.817685,Attentive,1.0,3.0
2025-09-27 19:10:24.970010,Attentive,1.0,3.0
2025-09-27 19:10:25.100667,Attentive,1.0,3.0
2025-09-27 19:10:25.233267,Attentive,1.0,3.0
2025-09-27 19:10:25.367026,Attentive,1.0,3.0
2025-09-27 19:10:25.488031,Not Present,1.0,0.0
2025-09-27 19:10:25.969999,Not Present,1.0,0.0
2025-09-27 19:10:26.151843,Not Present,1.0,0.0
2025-09-27 19:10:26.286371,Not Present,1.0,0.0
2025-09-27 19:10:26.421816,Not Present,1.0,0.0
2025-09-27 19:10:26.533391,Distracted,0.9948746562004089,2.0
2025-09-27 19:10:26.911993,Attentive,1.0,3.0
2025-09-27 19:10:27.045318,Attentive,1.0,3.0
2025-09-27 19:10:27.169039,Attentive,1.0,3.0
2025-09-27 19:10:27.285754,Attentive,1.0,3.0
2025-09-27 19:10:27.395523,Attentive,1.0,3.0
2025-09-27 19:10:27.531267,Attentive,1.0,3.0
2025-09-27 19:10:27.665806,Attentive,1.0,3.0
2025-09-27 19:10:28.006582,Attentive,1.0,3.0
2025-09-27 19:10:28.114386,Attentive,1.0,3.0
2025-09-27 19:10:28.247305,Attentive,1.0,3.0
2025-09-27 19:10:28.358671,Distracted,0.9999947547912598,2.0
2025-09-27 19:10:28.488784,Distracted,0.9999854564666748,2.0
2025-09-27 19:10:28.604165,Distracted,0.9999948740005493,2.0
2025-09-27 19:10:28.727221,Not Present,1.0,0.0
2025-09-27 19:10:29.080623,Distracted,0.9999970197677612,2.0
2025-09-27 19:10:29.215302,Distracted,0.9999927282333374,2.0
2025-09-27 19:10:29.351728,Distracted,0.999996542930603,2.0
2025-09-27 19:10:29.464169,Distracted,0.9999986886978149,2.0
2025-09-27 19:10:29.597122,Distracted,0.9999995231628418,2.0
2025-09-27 19:10:29.736135,Distracted,0.9999988079071045,2.0
2025-09-27 19:10:30.186516,Distracted,0.9999898672103882,2.0
2025-09-27 19:10:30.323349,Distracted,0.9998670816421509,2.0
2025-09-27 19:10:30.459151,Attentive,1.0,3.0
2025-09-27 19:10:30.591852,Attentive,1.0,3.0
2025-09-27 19:10:30.698670,Attentive,1.0,3.0
2025-09-27 19:10:30.830198,Attentive,1.0,3.0
2025-09-27 19:10:31.198803,Not Present,1.0,0.0
2025-09-27 19:10:31.307491,Not Present,1.0,0.0
2025-09-27 19:10:31.415739,Distracted,0.9946847558021545,2.0
2025-09-27 19:10:31.512883,Not Present,1.0,0.0
2025-09-27 19:10:31.615097,Not Present,1.0,0.0
2025-09-27 19:10:31.727119,Attentive,1.0,3.0
2025-09-27 19:10:31.828448,Attentive,1.0,3.0
2025-09-27 19:10:31.935954,Attentive,1.0,3.0
2025-09-27 19:10:32.308619,Attentive,1.0,3.0
2025-09-27 19:10:32.414634,Attentive,1.0,3.0
2025-09-27 19:10:32.521016,Attentive,1.0,3.0
2025-09-27 19:10:32.653216,Attentive,1.0,3.0
2025-09-27 19:10:32.759138,Attentive,1.0,3.0
2025-09-27 19:10:32.860228,Distracted,0.9991840720176697,2.0
2025-09-27 19:10:32.976346,Not Present,1.0,0.0
2025-09-27 19:10:33.342122,Distracted,0.9960660338401794,2.0
2025-09-27 19:10:33.444600,Distracted,0.9963951706886292,2.0
2025-09-27 19:10:33.543983,Not Present,1.0,0.0
2025-09-27 19:10:33.650601,Distracted,0.9954741597175598,2.0
2025-09-27 19:10:33.746450,Not Present,1.0,0.0
2025-09-27 19:10:33.852889,Distracted,0.996360719203949,2.0
2025-09-27 19:10:33.960896,Distracted,0.9957724213600159,2.0
2025-09-27 19:10:34.067125,Not Present,1.0,0.0
2025-09-27 19:10:34.464388,Not Present,1.0,0.0
2025-09-27 19:10:34.570960,Not Present,1.0,0.0
2025-09-27 19:10:34.669815,Not Present,1.0,0.0
2025-09-27 19:10:34.774324,Not Present,1.0,0.0
2025-09-27 19:10:34.879606,Not Present,1.0,0.0
2025-09-27 19:10:34.982707,Not Present,1.0,0.0
2025-09-27 19:10:35.082529,Not Present,1.0,0.0
2025-09-27 19:10:35.429427,Not Present,1.0,0.0
2025-09-27 19:10:35.552947,Distracted,0.996720016002655,2.0
2025-09-27 19:10:35.682472,Not Present,1.0,0.0
2025-09-27 19:10:35.797711,Not Present,1.0,0.0
2025-09-27 19:10:35.945116,Not Present,1.0,0.0
2025-09-27 19:10:36.112000,Attentive,1.0,3.0
2025-09-27 19:10:36.597633,Attentive,1.0,3.0
2025-09-27 19:10:36.729196,Attentive,1.0,3.0
2025-09-27 19:10:36.862217,Attentive,1.0,3.0
2025-09-27 19:10:36.994037,Attentive,1.0,3.0
2025-09-27 19:10:37.107992,Attentive,1.0,3.0
2025-09-27 19:10:37.238726,Attentive,1.0,3.0
2025-09-27 19:10:37.620040,Attentive,1.0,3.0
2025-09-27 19:10:37.756571,Attentive,1.0,3.0
2025-09-27 19:10:37.892347,Attentive,1.0,3.0
2025-09-27 19:10:38.002208,Attentive,1.0,3.0
2025-09-27 19:10:38.136819,Attentive,1.0,3.0
2025-09-27 19:10:38.269950,Attentive,1.0,3.0
2025-09-27 19:10:38.654809,Attentive,1.0,3.0
2025-09-27 19:10:38.796261,Attentive,1.0,3.0
2025-09-27 19:10:38.928246,Attentive,1.0,3.0
2025-09-27 19:10:39.073493,Attentive,1.0,3.0
2025-09-27 19:10:39.210365,Attentive,1.0,3.0
2025-09-27 19:10:39.365621,Attentive,1.0,3.0
2025-09-27 19:10:39.995995,Attentive,1.0,3.0
2025-09-27 19:10:40.168036,Attentive,1.0,3.0
2025-09-27 19:10:40.318815,Distracted,0.9999853372573853,2.0
2025-09-27 19:10:40.462866,Attentive,1.0,3.0
2025-09-27 19:10:40.869330,Attentive,1.0,3.0
2025-09-27 19:10:41.004557,Attentive,1.0,3.0
2025-09-27 19:10:41.182731,Attentive,1.0,3.0
2025-09-27 19:10:41.323469,Attentive,1.0,3.0
2025-09-27 19:10:41.465357,Attentive,1.0,3.0
2025-09-27 19:10:41.871368,Attentive,1.0,3.0
2025-09-27 19:10:42.002434,Attentive,1.0,3.0
2025-09-27 19:10:42.139689,Attentive,1.0,3.0
2025-09-27 19:10:42.268888,Attentive,1.0,3.0
2025-09-27 19:10:42.411087,Attentive,1.0,3.0
2025-09-27 19:10:42.543283,Attentive,1.0,3.0
2025-09-27 19:10:42.924578,Attentive,1.0,3.0
2025-09-27 19:10:43.063313,Attentive,1.0,3.0
2025-09-27 19:10:43.202282,Attentive,1.0,3.0
2025-09-27 19:10:43.340054,Attentive,1.0,3.0
2025-09-27 19:10:43.479766,Attentive,1.0,3.0
2025-09-27 19:10:43.618032,Distracted,0.9815434813499451,2.0
2025-09-27 19:10:44.032722,Not Present,1.0,0.0
2025-09-27 19:10:44.160471,Not Present,1.0,0.0
2025-09-27 19:10:44.296505,Not Present,1.0,0.0
2025-09-27 19:10:44.439972,Not Present,1.0,0.0
2025-09-27 19:10:44.569577,Not Present,1.0,0.0
2025-09-27 19:10:44.681182,Not Present,1.0,0.0
2025-09-27 19:10:45.052593,Not Present,1.0,0.0
2025-09-27 19:10:45.168206,Distracted,0.9942892789840698,2.0
2025-09-27 19:10:45.313604,Not Present,1.0,0.0
2025-09-27 19:10:45.438492,Not Present,1.0,0.0
2025-09-27 19:10:45.570660,Not Present,1.0,0.0
2025-09-27 19:10:45.681189,Not Present,1.0,0.0
2025-09-27 19:10:45.820072,Attentive,1.0,3.0
2025-09-27 19:10:46.208170,Attentive,1.0,3.0
2025-09-27 19:10:46.341936,Attentive,1.0,3.0
2025-09-27 19:10:46.483537,Attentive,1.0,3.0
2025-09-27 19:10:46.615413,Attentive,1.0,3.0
2025-09-27 19:10:46.753893,Attentive,1.0,3.0
2025-09-27 19:10:46.898642,Attentive,1.0,3.0
2025-09-27 19:10:47.308275,Attentive,1.0,3.0
2025-09-27 19:10:47.439326,Attentive,1.0,3.0
2025-09-27 19:10:47.581147,Attentive,1.0,3.0
2025-09-27 19:10:47.719961,Attentive,1.0,3.0
2025-09-27 19:10:47.851664,Attentive,1.0,3.0
2025-09-27 19:10:47.989756,Attentive,1.0,3.0
2025-09-27 19:10:48.533157,Not Present,1.0,0.0
2025-09-27 19:10:48.672111,Not Present,1.0,0.0
2025-09-27 19:10:48.808101,Not Present,1.0,0.0
2025-09-27 19:10:48.918092,Not Present,1.0,0.0
2025-09-27 19:10:49.045566,Not Present,1.0,0.0
2025-09-27 19:10:49.403205,Not Present,1.0,0.0
2025-09-27 19:10:49.568891,Not Present,1.0,0.0
2025-09-27 19:10:49.724713,Not Present,1.0,0.0
2025-09-27 19:10:49.857328,Not Present,1.0,0.0
2025-09-27 19:10:50.056448,Not Present,1.0,0.0
2025-09-27 19:10:50.688888,Distracted,0.9999971389770508,2.0
2025-09-27 19:10:50.854638,Distracted,0.9999958276748657,2.0
2025-09-27 19:10:51.005300,Distracted,0.999993085861206,2.0
2025-09-27 19:10:51.127439,Distracted,0.9999967813491821,2.0
2025-09-27 19:10:51.528912,Attentive,1.0,3.0
2025-09-27 19:10:51.637455,Attentive,1.0,3.0
2025-09-27 19:10:51.774582,Attentive,1.0,3.0
2025-09-27 19:10:51.911380,Attentive,1.0,3.0
2025-09-27 19:10:52.049134,Attentive,1.0,3.0
2025-09-27 19:10:52.187068,Attentive,1.0,3.0
2025-09-27 19:10:52.565905,Attentive,1.0,3.0
2025-09-27 19:10:52.701681,Attentive,1.0,3.0
2025-09-27 19:10:52.834826,Attentive,1.0,3.0
2025-09-27 19:10:52.943562,Attentive,1.0,3.0
2025-09-27 19:10:53.082371,Attentive,1.0,3.0
2025-09-27 19:10:53.218416,Attentive,1.0,3.0
2025-09-27 19:10:53.599491,Attentive,1.0,3.0
2025-09-27 19:10:53.734777,Attentive,1.0,3.0
2025-09-27 19:10:53.872288,Attentive,1.0,3.0
2025-09-27 19:10:54.006198,Attentive,1.0,3.0
2025-09-27 19:10:54.116220,Attentive,1.0,3.0
2025-09-27 19:10:54.255339,Attentive,1.0,3.0
2025-09-27 19:10:54.635881,Attentive,1.0,3.0
2025-09-27 19:10:54.773885,Attentive,1.0,3.0
2025-09-27 19:10:54.933016,Attentive,1.0,3.0
2025-09-27 19:10:55.066405,Attentive,1.0,3.0
2025-09-27 19:10:55.206405,Attentive,1.0,3.0
2025-09-27 19:10:55.344229,Attentive,1.0,3.0
2025-09-27 19:10:55.736814,Attentive,1.0,3.0
2025-09-27 19:10:55.872803,Attentive,1.0,3.0
2025-09-27 19:10:56.074500,Attentive,1.0,3.0
2025-09-27 19:10:56.220573,Attentive,1.0,3.0
2025-09-27 19:10:56.360788,Attentive,1.0,3.0
2025-09-27 19:10:56.737932,Attentive,1.0,3.0
2025-09-27 19:10:56.871286,Attentive,1.0,3.0
2025-09-27 19:10:57.009224,Attentive,1.0,3.0
2025-09-27 19:10:57.149532,Attentive,1.0,3.0
2025-09-27 19:10:57.271642,Not Present,1.0,0.0
2025-09-27 19:10:57.381233,Not Present,1.0,0.0
2025-09-27 19:10:57.757498,Distracted,0.9919539093971252,2.0
2025-09-27 19:10:57.871392,Distracted,0.9929816722869873,2.0
2025-09-27 19:10:57.996103,Not Present,1.0,0.0
2025-09-27 19:10:58.103649,Not Present,1.0,0.0
2025-09-27 19:10:58.207261,Not Present,1.0,0.0
2025-09-27 19:10:58.312912,Not Present,1.0,0.0
2025-09-27 19:10:58.442653,Not Present,1.0,0.0
2025-09-27 19:10:58.804102,Attentive,1.0,3.0
2025-09-27 19:10:58.937986,Attentive,1.0,3.0
2025-09-27 19:10:59.073156,Attentive,1.0,3.0
2025-09-27 19:10:59.238423,Distracted,0.9999685287475586,2.0
2025-09-27 19:10:59.379366,Distracted,0.999981164932251,2.0
2025-09-27 19:10:59.503623,Attentive,1.0,3.0
2025-09-27 19:10:59.907861,Distracted,0.9999786615371704,2.0
2025-09-27 19:11:00.049168,Attentive,1.0,3.0
2025-09-27 19:11:00.181610,Attentive,1.0,3.0
2025-09-27 19:11:00.327168,Attentive,1.0,3.0
2025-09-27 19:11:00.461715,Attentive,1.0,3.0
2025-09-27 19:11:00.595325,Attentive,1.0,3.0
2025-09-27 19:11:00.976410,Distracted,0.9999892711639404,2.0
2025-09-27 19:11:01.112207,Distracted,0.9999947547912598,2.0
2025-09-27 19:11:01.247758,Distracted,0.999993085861206,2.0
2025-09-27 19:11:01.405856,Distracted,0.9999936819076538,2.0
2025-09-27 19:11:01.546124,Distracted,0.9999959468841553,2.0
2025-09-27 19:11:01.669542,Distracted,0.9999951124191284,2.0
2025-09-27 19:11:02.120523,Distracted,0.9999978542327881,2.0
2025-09-27 19:11:02.302289,Distracted,0.9999961853027344,2.0
2025-09-27 19:11:02.439084,Distracted,0.9999947547912598,2.0
2025-09-27 19:11:02.565059,Attentive,1.0,3.0
2025-09-27 19:11:02.703956,Distracted,0.9999963045120239,2.0
2025-09-27 19:11:03.105880,Attentive,1.0,3.0
2025-09-27 19:11:03.238671,Attentive,1.0,3.0
2025-09-27 19:11:03.377195,Attentive,1.0,3.0
2025-09-27 19:11:03.514018,Attentive,1.0,3.0
2025-09-27 19:11:03.651432,Attentive,1.0,3.0
2025-09-27 19:11:03.798764,Distracted,0.9999668598175049,2.0
2025-09-27 19:11:04.211739,Attentive,1.0,3.0
2025-09-27 19:11:04.362541,Distracted,0.9999669790267944,2.0
2025-09-27 19:11:04.495307,Distracted,0.9999818801879883,2.0
2025-09-27 19:11:04.636287,Distracted,0.9999954700469971,2.0
2025-09-27 19:11:04.777778,Distracted,0.999998927116394,2.0
2025-09-27 19:11:04.932845,Distracted,0.9999996423721313,2.0
2025-09-27 19:11:05.350805,Attentive,1.0,3.0
2025-09-27 19:11:05.495369,Attentive,1.0,3.0
2025-09-27 19:11:05.637872,Attentive,1.0,3.0
2025-09-27 19:11:05.770712,Attentive,1.0,3.0
2025-09-27 19:11:05.906638,Attentive,1.0,3.0
2025-09-27 19:11:06.036881,Attentive,1.0,3.0
2025-09-27 19:11:06.419299,Distracted,0.9999970197677612,2.0
2025-09-27 19:11:06.556900,Distracted,0.9999935626983643,2.0
2025-09-27 19:11:06.696807,Distracted,0.9999915361404419,2.0
2025-09-27 19:11:06.830771,Distracted,0.9999902248382568,2.0
2025-09-27 19:11:06.966197,Distracted,0.9999929666519165,2.0
2025-09-27 19:11:07.103075,Attentive,1.0,3.0
2025-09-27 19:11:07.484940,Attentive,1.0,3.0
2025-09-27 19:11:07.621295,Attentive,1.0,3.0
2025-09-27 19:11:07.758642,Distracted,0.999991774559021,2.0
2025-09-27 19:11:07.900089,Distracted,0.9999934434890747,2.0
2025-09-27 19:11:08.045894,Attentive,1.0,3.0
2025-09-27 19:11:08.201181,Attentive,1.0,3.0
2025-09-27 19:11:08.613299,Attentive,1.0,3.0
2025-09-27 19:11:08.751466,Attentive,1.0,3.0
2025-09-27 19:11:08.891435,Attentive,1.0,3.0
2025-09-27 19:11:09.030610,Distracted,0.9999977350234985,2.0
2025-09-27 19:11:09.170741,Distracted,0.9999983310699463,2.0
2025-09-27 19:11:09.310226,Distracted,0.9999982118606567,2.0
2025-09-27 19:11:09.890126,Attentive,1.0,3.0
2025-09-27 19:11:10.031246,Attentive,1.0,3.0
2025-09-27 19:11:10.168771,Attentive,1.0,3.0
2025-09-27 19:11:10.312783,Attentive,1.0,3.0
2025-09-27 19:11:10.718673,Attentive,1.0,3.0
2025-09-27 19:11:10.853682,Attentive,1.0,3.0
2025-09-27 19:11:10.997800,Attentive,1.0,3.0
2025-09-27 19:11:11.143203,Attentive,1.0,3.0
2025-09-27 19:11:11.280558,Attentive,1.0,3.0
2025-09-27 19:11:11.420429,Attentive,1.0,3.0
2025-09-27 19:11:11.824837,Attentive,1.0,3.0
2025-09-27 19:11:11.969316,Attentive,1.0,3.0
2025-09-27 19:11:12.098272,Attentive,1.0,3.0
2025-09-27 19:11:12.241069,Attentive,1.0,3.0
2025-09-27 19:11:12.375640,Attentive,1.0,3.0
2025-09-27 19:11:12.510306,Attentive,1.0,3.0
2025-09-27 19:11:12.917939,Attentive,1.0,3.0
2025-09-27 19:11:13.054390,Attentive,1.0,3.0
2025-09-27 19:11:13.197731,Attentive,1.0,3.0
2025-09-27 19:11:13.335694,Attentive,1.0,3.0
2025-09-27 19:11:13.466877,Attentive,1.0,3.0
2025-09-27 19:11:13.605302,Attentive,1.0,3.0
2025-09-27 19:11:14.019602,Attentive,1.0,3.0
2025-09-27 19:11:14.158707,Attentive,1.0,3.0
2025-09-27 19:11:14.301077,Attentive,1.0,3.0
2025-09-27 19:11:14.448778,Attentive,1.0,3.0
2025-09-27 19:11:14.576482,Attentive,1.0,3.0
2025-09-27 19:11:14.711983,Attentive,1.0,3.0
2025-09-27 19:11:15.119986,Attentive,1.0,3.0
2025-09-27 19:11:15.284268,Distracted,0.9999940395355225,2.0
2025-09-27 19:11:15.450823,Distracted,0.9999948740005493,2.0
2025-09-27 19:11:15.577207,Distracted,0.9999940395355225,2.0
2025-09-27 19:11:15.722428,Distracted,0.9999874830245972,2.0
2025-09-27 19:11:16.163451,Attentive,1.0,3.0
2025-09-27 19:11:16.295391,Attentive,1.0,3.0
2025-09-27 19:11:16.439632,Attentive,1.0,3.0
2025-09-27 19:11:16.578539,Attentive,1.0,3.0
2025-09-27 19:11:16.720644,Attentive,1.0,3.0
2025-09-27 19:11:16.846970,Attentive,1.0,3.0
2025-09-27 19:11:17.289725,Attentive,1.0,
